plot,Rep,Row,Column,PINumber,Plant Height.sp,DaysToFlower.sp,TillersPerPlant.sp,StemDiameterLower.sp,StemDiameterUpper.sp,PaniclesPerPlant.sp,LeafNumber.sp,LeafLength.sp,LeafWidth.sp,SeedMassPerPlant.sp,SeedProtein.sp,SeedOil.sp,SeedAsh.sp,SeedStarch.sp,SeedMoisture.sp
4930,4,68,15,PI655981,0.668570414,66.04545038,0.88991135,17.29835209,7.890848758,1.802111601,11.2238441,57.2009997,6.983603652,21.9400018,16.51041643,3.638661846,1.641424961,71.55824093,7.709338014
4931,4,68,16,SC0249,0.997714585,65.03984613,NA,NA,NA,2.304959018,NA,NA,NA,28.96034377,18.22389743,1.982546574,1.72624079,70.32257171,6.666361317
4932,4,68,17,PI629034,0.911863557,66.04583643,1.565136099,NA,NA,1.557105728,10.62486329,65.59099937,7.057274818,28.42097913,16.23641818,3.22643126,1.911026242,72.22430456,7.492800826
4933,4,68,18,PI656051,1.106018186,71.06544015,0.23154686,21.01740658,10.48734384,1.308533453,11.24032439,62.70349914,8.389757957,35.60639179,15.69413493,3.845315629,1.700019684,72.89307188,7.380094877
4934,4,68,19,PI564163,NA,65.08858863,0.232245067,18.13155818,8.817796538,1.309247949,NA,NA,NA,36.92648634,15.01623606,2.939199165,1.652852179,74.6593594,6.956065485
4935,4,68,20,PI656008,1.289334691,67.1046112,0.23242694,19.61084104,10.59322202,NA,11.80611711,63.0934987,8.383973003,NA,NA,NA,NA,NA,NA
4936,4,68,21,SC0438,0.843490852,66.10993166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4937,4,68,22,PI534057,0.872646579,65.11321947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4938,4,68,23,PI533759,0.806803996,64.62633728,0.567383136,21.06672191,10.10434702,NA,9.992002239,60.76599831,7.78164779,NA,NA,NA,NA,NA,NA
4939,4,69,10,PI533968,0.942380889,62.80017213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4940,4,69,11,PI533961,0.961512269,63.8836422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4941,4,69,12,PI597950,NA,64.45680002,0.212274348,15.80113598,8.879314678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4942,4,69,13,PI656063,0.824776696,66.00974221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4943,4,69,14,PI534014,0.913908937,71.53974036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4944,4,69,15,PI534164,1.183042353,64.55423915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4945,4,69,16,PI534096,0.832180286,67.5672971,0.227592919,19.94236652,10.34129493,NA,10.50471427,60.79394261,7.973786383,NA,NA,NA,NA,NA,NA
4946,4,69,17,PI595723,1.321325712,63.09062761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4947,4,69,18,PI597968,0.890478794,64.12541138,0.231520193,19.67252486,8.677216454,NA,9.904101761,67.69105722,6.737003305,NA,NA,NA,NA,NA,NA
4948,4,69,19,BTx3197,0.974636865,65.65997956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4949,4,69,20,PI655997,0.963796823,66.18187655,1.232373325,19.694014,9.623037302,NA,10.47331879,59.27317199,7.65900772,NA,NA,NA,NA,NA,NA
4950,4,69,21,PI576407,1.432957205,70.6865234,NA,NA,NA,1.290311329,NA,NA,NA,19.87335206,19.5444447,3.489349199,1.920071081,71.11246801,8.366043498
4951,4,69,22,PI533889,0.842120427,64.18406866,NA,NA,NA,2.03703351,NA,NA,NA,17.03024476,19.89357718,2.033319646,2.054714274,69.90550393,8.114580837
4952,4,69,23,PI656002,0.896288916,67.68798951,0.23210773,20.20784972,9.094075973,1.532788509,10.65182788,68.27134459,7.472980402,31.82344316,18.98326491,2.04228741,1.978206418,73.4871459,6.877373789
4953,4,70,10,PI576355,1.071926619,63.70120009,0.36683837,17.58995279,10.04342284,1.238128467,11.31113539,59.55669759,7.051407304,34.14810538,15.38673687,3.007031485,1.799364693,70.35788416,8.298657848
4954,4,70,11,BTx399,0.906038806,65.805547,0.206315431,19.04095021,9.448892436,1.238821542,11.5951404,53.22631209,6.68324148,50.49933003,15.1580274,3.121109742,1.61277999,72.28634673,8.037090223
4955,4,70,12,PI564163,1.260153219,63.89943511,NA,NA,NA,1.23944614,NA,NA,NA,38.26170584,14.02878735,3.220187411,1.636491912,74.66065665,7.593112348
4956,4,70,13,PI533766,0.90927,64.9741595,0.550387062,17.00719326,8.049830664,1.989922598,10.32813906,57.06554133,6.327451565,40.92622417,16.69288251,1.979264389,1.830485153,75.16794207,6.875733381
4957,4,70,14,PI533823,1.04338977,65.02677865,NA,NA,NA,1.740158295,NA,NA,NA,35.66321751,14.83690196,3.713340606,1.769696351,73.77239425,7.916686429
4958,4,70,15,PI534148,0.987514114,67.06319298,0.223852173,22.83967536,11.44076708,1.740078713,11.05610541,65.00477079,8.107086346,19.74112199,NA,NA,NA,NA,NA
4959,4,70,16,SC0551,0.961646059,64.09655315,NA,NA,NA,1.239643466,NA,NA,NA,28.84056125,15.64113319,3.576489683,1.768891319,72.19044553,7.659566037
4960,4,70,17,PI656109,0.815787925,63.13803702,1.564891847,19.9707843,9.886668012,1.48884265,9.288989025,56.14400036,7.100460083,25.76234402,17.37404351,2.905561895,1.883566394,71.7256511,8.041556222
4961,4,70,18,PI656061,1.004939288,71.18807793,0.56649833,20.71269919,9.437089063,1.237687948,12.40287913,63.89361522,7.07653583,18.17673596,17.95764729,3.404631997,1.997753144,69.87913484,8.369771655
4962,4,70,19,PI534144,1.549097072,71.73380806,1.232233284,19.66991213,9.832484423,1.236188247,11.85172432,51.39823018,6.807144603,30.67072288,15.13602667,4.19869946,1.666252515,73.57553981,8.481634572
4963,4,70,20,PI534021,0.943258561,77.26148335,0.567327639,19.60220229,9.832852583,1.234324988,12.63552049,57.16784525,7.202019758,NA,16.36435415,3.992763864,1.828928351,71.81172115,8.708358035
4964,4,70,21,PI533947,0.852423318,71.2658167,NA,NA,NA,1.232041568,NA,NA,NA,18.07050633,18.14295222,3.431825005,1.995597932,72.22176461,8.319280972
4965,4,70,22,PI533988,0.91159424,64.2579904,NA,NA,NA,1.479245847,NA,NA,NA,43.15711953,16.91235145,3.315882888,1.716053221,71.64180229,7.372743064
4966,4,70,23,PI533903,0.99577386,67.25261821,0.231838131,21.19392387,10.24880493,1.975840822,10.31665352,61.87669083,8.14380397,14.7435667,10.26245901,5.589937418,2.010330674,46.62391759,17.12020114
5001,5,2,24,SC0895,0.78754433,66.04683638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,5,2,25,PI576416,1.066155636,61.22681178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5003,5,2,26,PI564163,1.039801743,65.42493322,0.501907314,20.99304007,9.873804564,1.435809013,10.67667133,67.58216631,7.954300442,36.16135826,14.4839514,4.239423265,1.622137768,72.78685466,8.294279406
5004,5,2,27,SC1024,1.248480447,68.62189623,0.329677984,21.3357632,10.56590964,1.167443844,10.6794517,57.11002396,7.929511152,21.19060259,16.82378334,4.283865276,1.802983771,70.566248,8.826370543
5005,5,2,28,PI656062,1.167192477,71.28767469,0.657441508,20.09003252,8.757980449,1.398932363,11.18225783,58.5878815,7.09072385,49.9306996,14.17052245,4.593308196,1.618075931,72.2305637,8.443873397
5006,5,2,29,PI533856,0.975940671,76.39490363,0.315285241,20.19116999,9.530021316,1.130328975,12.35008438,63.63073892,7.803177959,16.27921415,NA,NA,NA,NA,NA
5007,5,2,30,PI576395,0.824729129,64.4272185,NA,NA,NA,1.361673732,NA,NA,NA,31.88081687,15.85278379,4.557196454,1.715362588,70.72359919,9.092177827
5008,5,2,31,PI655986,0.91356176,69.37924606,NA,NA,NA,1.342997309,NA,NA,NA,47.6091796,16.73081139,4.186641895,1.757237562,70.01212978,8.817263644
5009,5,2,32,PI595716,0.742439544,63.25109933,NA,NA,NA,1.074327588,NA,NA,NA,23.9689737,17.55317566,4.071088161,1.817701221,70.5854183,8.451463389
5010,5,2,33,PI533766,0.886357909,65.05019828,0.622279078,19.72974235,8.42795457,1.055686495,10.0265388,65.50716676,7.547762514,21.46755689,15.93738137,3.75553505,1.811796586,71.19597311,8.669418184
5011,5,2,34,PI561472,1.435307304,70.78743376,0.445420018,19.60932817,9.874905277,1.037082332,11.86442989,66.23502317,8.043649166,35.78980083,13.29012029,4.639982332,1.564755756,73.4706427,8.447653698
5012,5,2,35,PI533824,0.889275322,71.97349089,0.273584922,23.48215725,11.16184877,1.018504283,12.53232407,61.29787939,9.25937223,20.94278702,16.92953031,3.814429867,1.896890021,66.6071817,9.723257373
5013,5,2,36,PI533769,0.763253518,61.12351752,1.431693914,18.53343241,9.018786008,0.999940192,9.370218875,62.09073548,7.14485854,19.36302405,14.83660783,3.993877602,1.818349264,70.53434274,8.650648864
5014,5,2,37,PI656008,1.22223659,67.2526576,0.259705867,19.17862612,9.93071915,0.981382358,11.37311377,63.50359148,8.4601631,39.62418961,12.72138419,4.533325468,1.544298639,73.22457749,8.290949108
5015,5,3,24,PI533958,1.157673498,72.12675449,NA,NA,NA,1.235675674,NA,NA,NA,37.72476311,14.11939469,3.951039805,1.687942296,70.18701357,7.980370372
5016,5,3,25,PI534060,0.881282252,64.81124651,NA,NA,NA,1.221296701,NA,NA,NA,45.27556356,14.5395424,4.050235586,1.704413847,70.32867107,8.198134832
5017,5,3,26,PI597944,0.984922937,66.51361024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5018,5,3,27,PI534140,0.863593218,65.2147367,NA,NA,NA,1.191439177,NA,NA,NA,29.3589452,15.21049461,3.94363173,1.686683061,70.53510209,8.316100185
5019,5,3,28,RTAM2566,0.822294742,65.88359691,NA,NA,NA,1.176098194,NA,NA,NA,28.20034804,14.96186162,4.312831198,1.701441276,69.98833339,8.727854607
5020,5,3,29,PI17548,1.751031091,64.99208415,0.813411114,18.69719804,8.15958248,1.160566357,10.17513226,58.30739151,6.558106037,22.60979984,15.24771073,3.862031444,1.640050204,65.6525202,8.893090844
5021,5,3,30,SC1446,0.964806256,64.52311343,NA,NA,NA,1.144895114,NA,NA,NA,27.86323052,16.17278157,3.561232578,1.602468041,71.27037363,8.605057718
5022,5,3,31,PI534010,0.808623358,73.47050609,NA,NA,NA,1.129131784,NA,NA,NA,16.5251954,17.85188731,3.050434691,1.8585977,64.88111362,10.01483628
5023,5,3,32,PI564163,1.017482775,66.83359244,0.45815777,20.14161658,9.395478911,1.113324559,10.34630927,67.31662506,7.733174813,48.93091369,17.06204292,4.174637631,1.823294703,70.02492499,9.163894864
5024,5,3,33,PI576332,0.866379907,61.61950219,0.451475235,17.48867145,8.452411668,1.097513985,9.683393066,60.9330358,7.496738703,18.58144241,13.85551911,4.328841119,1.626623347,71.40450999,8.886851831
5025,5,3,34,SC0409,1.060305729,64.34111568,NA,NA,NA,1.081721453,NA,NA,NA,31.41806553,14.353651,4.303044915,1.608850818,71.78585612,8.635189945
5026,5,3,35,PI642992,1.594248689,67.5143869,0.273258452,20.66246639,10.96625381,1.565941901,11.51758011,62.89585677,7.72299191,24.58317676,16.01442052,4.042248962,1.720341968,70.39502973,8.355938202
5027,5,3,36,PI656096,1.183200669,64.15720693,0.431613657,19.75946026,9.83316503,1.050170326,10.51967585,65.62726709,7.200520367,NA,NA,NA,NA,NA,NA
5028,5,3,37,SC0713,0.877156639,61.78451559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5029,5,4,24,PI655974,1.352802353,67.20600045,0.508376615,19.89988973,9.113889071,1.727173571,11.82427056,60.24421517,7.70262185,26.99066086,14.90359643,3.626534622,1.585928311,69.52977321,8.237568897
5030,5,4,25,PI533781,0.861408364,63.89544127,NA,NA,NA,1.219936243,NA,NA,NA,32.01162556,14.16773829,3.935491657,1.627864026,70.48830498,8.234545442
5031,5,4,26,SC0615,1.185043588,64.60232447,NA,NA,NA,1.712188867,NA,NA,NA,18.32569641,15.14029319,3.624450158,1.619564602,65.3412183,9.330391206
5032,5,4,27,SC0858,1.008705591,67.80729504,NA,NA,NA,1.203958821,NA,NA,NA,19.81810718,17.43715028,3.868409413,1.670345237,69.96949127,8.700829829
5033,5,4,28,PI595737,0.997396825,65.97876252,NA,NA,NA,1.195302069,NA,NA,NA,37.46294272,13.47814408,4.452369048,1.554777926,72.42631863,8.596835796
5034,5,4,29,PI533779,0.926121629,62.58809596,NA,NA,NA,1.686277622,NA,NA,NA,16.59388416,14.16805357,3.50632902,1.752826789,67.69428141,9.41644511
5035,5,4,30,PI576376,0.914883839,67.11744042,1.140061245,22.49802075,11.2911047,1.176945077,NA,57.13400958,7.500820707,25.88989649,18.97770775,3.140289413,1.83455112,70.47711752,8.062937531
5036,5,4,31,PI533807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5037,5,4,32,PI533759,0.812526681,66.41446148,0.627112907,19.86483539,9.654961768,1.157616795,NA,62.42393996,7.907903767,37.40154548,14.95586331,4.063211372,1.578893054,69.52444877,8.701326286
5038,5,4,33,PI533882,0.961402221,71.18792574,NA,NA,NA,1.147764218,NA,NA,NA,18.1661776,17.39866152,4.152172481,1.836468046,68.76808536,9.359285446
5039,5,4,34,SC0893,1.155303902,67.39456176,NA,NA,NA,1.13786123,NA,NA,NA,44.94195601,14.66722812,4.126133461,1.542970482,72.13616804,8.787726197
5040,5,4,35,PI576400,0.854221465,65.05563037,NA,NA,NA,1.127925473,NA,NA,NA,26.34719065,14.47935712,3.600094442,1.663813849,69.06804116,8.953619058
5041,5,4,36,PI533822,0.913147178,67.19177853,NA,NA,NA,1.117972439,NA,NA,NA,24.89764977,14.76613514,3.974055587,1.574227174,71.29459601,8.57126955
5042,5,4,37,PI595742,1.097076166,66.31773447,NA,NA,NA,1.108014099,NA,NA,NA,18.63292339,16.25714176,4.18301693,1.919341232,69.01198448,9.866739827
5043,5,5,24,PI533994,0.887930828,67.28387659,NA,NA,NA,1.700924302,NA,NA,NA,35.0725345,14.54785123,4.202001224,1.573905159,71.19303914,7.954767408
5044,5,5,25,SC0550,1.171533721,63.9786123,NA,NA,NA,1.703526313,NA,NA,NA,33.28153113,14.18597862,2.855727448,1.676260933,58.81897076,9.330956018
5045,5,5,26,PI609456,2.150163425,60.19022001,1.328322792,19.4230359,8.152735149,1.705461961,NA,68.04513716,6.814116553,15.72293517,8.520954386,7.129454739,1.788181197,48.63247918,15.35094708
5046,5,5,27,PI533819,1.058817486,63.39863395,NA,NA,NA,1.70671336,NA,NA,NA,26.06983356,15.5336899,3.67318219,1.743932947,69.55470577,8.340559474
5047,5,5,28,PI534072,0.987498864,65.07213413,NA,NA,NA,1.707319387,NA,NA,NA,25.22565303,15.5793102,3.786909294,1.778055772,70.37966029,8.365816943
5048,5,5,29,PI655998,0.801212477,65.18173966,0.30966029,18.31921678,9.1637048,1.707339182,NA,68.99569662,7.093946394,24.59808511,14.94331306,3.795635848,1.825560829,71.16608925,8.534799273
5049,5,5,30,PI564163,0.999961947,65.70881902,0.303481499,21.34976089,11.16563933,1.706837919,NA,73.16421623,7.967829022,41.27098477,14.63756411,4.274361755,1.661610246,72.58382519,8.585817212
5050,5,5,31,PI534037,1.108748543,NA,NA,NA,NA,NA,NA,71.35273564,7.860709942,NA,NA,NA,NA,NA,NA
5051,5,5,32,PI656059,0.922571143,70.99224473,0.626067552,20.05304418,9.699444624,1.454581379,NA,64.26125486,8.602604921,36.21230577,16.11966002,4.39681114,1.669516069,70.33404944,8.618757616
5052,5,5,33,PI534155,0.861424814,71.75445367,0.284867528,25.77153507,12.12632587,1.203025724,NA,61.66477394,7.58875764,28.41176672,17.21683285,4.170534346,1.986349317,67.511787,9.786719002
5053,5,5,34,PI656085,0.795301871,62.44766167,0.778721521,20.33817092,9.383198655,2.201315903,NA,55.81829293,7.164486969,68.00745715,14.07588812,4.174256622,1.672133671,71.85666981,8.475262445
5054,5,5,35,PI659693,1.154193642,57.59774207,1.107600953,19.65806268,8.980063889,1.199506028,NA,60.40681188,8.620026203,21.13684427,21.98438867,2.132978327,2.142330106,65.91129113,8.781299948
5055,5,5,36,PI656044,1.178092937,69.22798624,0.431451354,22.15152442,11.10192308,1.19764047,NA,56.06533081,8.175471618,44.96217561,13.52850026,4.541699836,1.532217668,73.00997926,8.564079922
5056,5,5,37,PI613536,1.186995034,66.85311886,0.260241503,19.6840607,10.07377863,1.695751206,NA,50.86884973,7.660854644,76.8598008,14.42761035,4.265421374,1.786921536,71.70321053,8.87463516
5057,5,6,24,PI576337,1.013059053,64.85910401,0.836239371,17.41793164,8.058288059,2.180917217,NA,68.16197978,6.448196514,23.70070019,15.26710952,3.652382601,1.786824195,64.4469302,8.881965892
5058,5,6,25,PI534068,1.266658379,67.55901482,NA,NA,NA,1.44259467,NA,NA,NA,47.61428931,14.92919929,4.360886115,1.594546997,73.45582544,8.482366561
5059,5,6,26,PI533865,0.895282484,67.2749953,NA,NA,NA,1.953495814,NA,NA,NA,33.86256194,15.35150694,4.014390566,1.816655475,71.59510949,7.981502952
5060,5,6,27,PI597943,1.36892903,71.98599838,NA,NA,NA,1.213570972,NA,NA,NA,29.86239955,15.2349904,4.467895041,1.722380143,71.99093813,8.550289126
5061,5,6,28,PI534027,0.882601111,73.16055268,NA,NA,NA,1.472850946,NA,NA,NA,17.5126199,17.85024968,4.451398999,1.87122756,69.6685001,9.179798021
5062,5,6,29,PI534087,1.17130385,79.26976488,NA,NA,NA,1.231397692,NA,NA,NA,45.77566233,13.30844216,4.429902068,1.598236488,71.49301249,8.498153265
5063,5,6,30,PI533758,0.945040549,67.79437672,1.136899057,19.73146251,10.15517395,1.239279363,NA,72.17942286,7.629561608,23.02215413,15.67737699,4.318403913,1.748657434,69.95052648,8.708696683
5064,5,6,31,PI534166,0.703811725,62.22604744,NA,NA,NA,2.496570913,NA,NA,NA,22.68208595,16.65477839,4.141904237,2.007681865,69.37316165,9.367553592
5065,5,6,32,PI655994,1.612615723,67.06514568,0.455020959,17.15125643,9.238927479,1.253372993,NA,55.79856982,5.671019628,33.99763868,13.94349098,4.370402881,1.615191447,70.83882397,8.821188803
5066,5,6,33,PI656115,1.126447402,69.3177293,0.619062186,18.04548178,7.480782968,1.259815683,NA,62.35564317,6.957587975,16.79597143,16.99009414,3.868899844,1.796296314,67.35073428,9.259152459
5067,5,6,34,PI561071,0.965299651,71.49991819,NA,NA,NA,1.266023733,NA,NA,NA,24.41100768,15.40471423,4.487395328,1.676372287,71.75247279,8.702798674
5068,5,6,35,PI533966,1.024165365,66.6411156,NA,NA,NA,1.522081319,NA,NA,NA,68.40928216,13.66462256,4.230889759,1.605931058,70.28485682,8.553980873
5069,5,6,36,PI533990,0.928038048,62.76680657,NA,NA,NA,2.028057722,NA,NA,NA,41.49421032,14.36604966,4.18438361,1.65029865,72.25057788,8.196890314
5070,5,6,37,PI576419,1.13191326,60.3918321,NA,NA,NA,1.284001574,NA,NA,NA,24.98568808,16.33321539,2.997877252,1.594596756,71.71442828,8.017530464
5071,5,7,24,PI533755,0.858187152,72.43012055,0.33270447,22.1594703,10.72298756,1.185560657,NA,57.83586233,6.995959241,25.7074973,16.21130465,4.277625183,1.784627166,70.55650741,8.484164336
5072,5,7,25,PI534034,0.886782573,68.63452942,NA,NA,NA,1.203336255,NA,NA,NA,30.88366546,14.9073006,4.515914987,1.797656559,72.07890817,8.653777075
5073,5,7,26,PI534109,0.955401078,67.35389911,NA,NA,NA,1.720311941,NA,NA,NA,48.15258577,13.02681271,4.394205994,1.504915368,70.46417315,8.377058843
5074,5,7,27,PI533943,0.904040574,70.56619889,NA,NA,NA,1.2364288,NA,NA,NA,22.35404149,18.64589556,3.627497633,1.850615112,70.478332,8.3950188
5075,5,7,28,PI533926,1.057703908,65.74051566,NA,NA,NA,1.251721875,NA,NA,NA,26.87712691,14.46582926,4.225789554,1.694242545,71.85301525,8.363778994
5076,5,7,29,PI534105,0.896395949,68.34864488,0.805910247,19.896076,8.762827098,1.266258008,NA,64.31400169,7.700165348,23.01446762,14.92837865,4.274081356,1.555838907,70.2602,8.806507007
5077,5,7,30,PI534161,1.310119597,78.37099524,NA,NA,NA,1.530106744,NA,NA,NA,24.98536548,15.16216527,4.467372553,1.530709768,70.95233695,8.766575845
5078,5,7,31,PI656026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5079,5,7,32,PI576362,0.972660005,76.13139873,NA,NA,NA,1.306059416,NA,NA,NA,17.76196898,16.19742692,4.513951555,1.810956428,69.78392756,9.093619786
5080,5,7,33,PI533805,0.811469662,66.87652505,NA,NA,NA,1.318388446,NA,NA,NA,24.4132384,15.57353254,4.217239074,1.761353463,71.21007541,8.801585774
5081,5,7,34,PI595745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5082,5,7,35,PI595713,NA,NA,NA,NA,NA,1.342351819,NA,NA,4.142840665,38.65786992,14.66020591,4.398810433,1.629673621,70.97380927,8.74166183
5083,5,7,36,PI533754,1.032982651,64.80907553,0.76628614,19.31877906,9.205681152,1.354163783,NA,64.08339589,7.0757432,28.86302708,14.88892164,3.402094827,1.75853079,65.71641265,8.909700723
5084,5,7,37,PI534046,0.841830933,63.43493471,1.095604468,17.76801462,8.742484967,1.615947628,NA,59.47902368,6.874237302,20.10341449,15.14405172,3.740378824,1.812426004,71.16561122,8.280425721
5085,5,8,24,PI533790,1.063315148,58.99498859,NA,NA,NA,1.464027542,NA,NA,NA,23.87586242,16.05535148,3.937694053,1.787248114,70.61673201,8.086362725
5086,5,8,25,PI534023,0.856906792,67.70261454,NA,NA,NA,1.736231012,NA,NA,NA,28.98078537,15.72013057,4.570782772,1.700517986,71.7780777,8.525187582
5087,5,8,26,PI576351,NA,NA,NA,NA,NA,1.757620307,NA,NA,NA,14.76772929,NA,NA,NA,NA,NA
5088,5,8,27,PI576426,0.969152866,70.63582433,NA,NA,NA,1.778135089,NA,NA,NA,34.03179329,17.56620399,4.086964108,1.858565239,69.12696506,8.729748518
5089,5,8,28,PI576344,0.957807736,68.80860451,NA,NA,NA,1.797816867,NA,NA,NA,18.49440435,18.38088703,2.970056683,1.937049172,61.613457,10.19775982
5090,5,8,29,PI564163,1.076488948,67.41505188,0.304040679,19.48187268,9.597388236,1.816736669,NA,67.59065441,7.622830638,40.86349374,13.81803447,4.368150305,1.633354476,73.03295519,8.784860393
5091,5,8,30,PI542718,1.170199042,66.43560991,0.29873009,19.28971316,10.79924316,1.834967218,NA,61.90483635,8.122230232,42.28395148,14.25692293,4.53624458,1.522789573,73.50454054,8.919454579
5092,5,8,31,PI595732,0.953937914,69.86022567,NA,NA,NA,1.852583242,NA,NA,NA,28.47412213,15.55189406,4.449339083,1.725654081,71.41221379,8.722697287
5093,5,8,32,PI533849,0.922703726,66.68943345,NA,NA,NA,1.869679957,NA,NA,NA,17.88069009,17.00655246,3.952433609,1.806865141,68.42462577,9.246050495
5094,5,8,33,PI656049,1.391491278,71.9300148,0.282445549,20.63852158,9.664697167,1.886371929,NA,60.77238237,7.523520323,25.22119558,15.5772765,4.360527939,1.526593091,72.54500929,8.839018895
5095,5,8,34,BTx3197,1.045294249,66.6000097,NA,NA,NA,1.902773756,NA,NA,NA,33.00811416,13.77339865,4.003621841,1.605310464,72.52546637,8.667870985
5096,5,8,35,SC0287,0.874107757,59.23250924,NA,NA,NA,1.918981223,NA,NA,NA,17.47690824,NA,NA,NA,NA,NA
5097,5,8,36,PI595727,1.232926892,64.35524407,NA,NA,NA,1.43508343,NA,NA,NA,32.07082997,12.53730956,4.339807892,1.481994256,72.12749187,8.322511131
5098,5,8,37,PI533847,0.961748241,63.98312999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5099,5,9,24,PI533869,1.103442803,68.5517979,1.325720869,18.90254911,8.612386585,2.247835545,NA,59.85362861,6.93945267,33.92530911,13.95419595,4.452559219,1.659632807,71.99259032,8.143561049
5100,5,9,25,PI534063,NA,NA,0.821537363,19.07836983,9.704364613,3.022543458,NA,34.92136406,4.261124891,20.39222455,16.52756387,3.880463167,1.56806993,71.21823909,8.401598104
5101,5,9,26,PI564163,1.085639748,67.48187786,0.316957893,20.00118983,9.501309162,1.796433583,NA,66.24409969,7.616645408,18.53478716,20.45589227,3.293368117,2.060502511,67.67615313,9.043170876
5102,5,9,27,PI533750,0.844266444,67.69192736,0.312121224,23.97042622,11.32321937,1.319442782,NA,55.8968355,7.870411716,38.12823828,15.15075566,4.131274554,1.69117193,71.81690704,8.339478306
5103,5,9,28,PI595743,0.877912977,72.36194651,0.307172338,21.18076029,8.20509778,1.59161094,NA,69.79957144,6.78683491,15.1419658,18.93029312,2.904182849,1.964601151,63.64508515,10.25674045
5104,5,9,29,PI534022,0.906583033,76.46626893,NA,NA,NA,1.363006701,NA,NA,NA,21.13407745,16.95233,4.102093124,1.815760322,68.90165197,8.988213311
5105,5,9,30,PI564163,1.035278925,67.48574599,0.462146022,21.91122059,10.32377775,1.883704474,NA,69.1050435,8.367008369,31.43122569,15.12663611,4.370005301,1.60490206,72.2775479,8.632332749
5106,5,9,31,SC1216,0.824000704,72.40968804,NA,NA,NA,1.903783025,NA,NA,NA,14.85894075,17.933155,2.527919202,1.927310634,61.38291346,10.4552685
5107,5,9,32,PI655971,0.987746691,64.73798413,0.95186285,18.09606084,9.332376027,1.423335742,NA,58.41051602,6.85443786,34.63998321,14.92096483,3.635834693,1.717963868,71.9713169,8.25848085
5108,5,9,33,PI595738,0.956511965,68.47757314,NA,NA,NA,1.9424646,NA,NA,NA,25.71501535,15.60646791,4.04375144,1.687078893,70.84586131,8.521451763
5109,5,9,34,PI576423,0.930290618,71.14715186,NA,NA,NA,1.961270254,NA,NA,NA,22.2856945,16.3486135,4.321668942,1.725168879,70.99800138,8.795407006
5110,5,9,35,PI656055,0.909078322,66.28041778,0.271271114,19.35996988,9.597684114,1.979843947,NA,68.61872601,7.417180436,35.14848957,13.27324759,4.419586652,1.592917611,73.13314797,8.177023782
5111,5,9,36,PI564163,1.077870842,65.90532132,0.266127648,18.89657693,9.484439269,1.998275423,NA,63.85146282,6.825140278,43.3781696,13.27140014,4.332504216,1.610762829,73.54883517,8.705321514
5112,5,9,37,PI533873,0.941665313,63.0366596,NA,NA,NA,2.016636526,NA,NA,NA,61.39709714,13.90196946,4.320421517,1.643832493,72.31778151,8.486215977
5113,5,10,24,PI542406,1.358569495,72.59877226,1.157274505,16.57911801,8.227086105,1.745975894,NA,63.19751253,6.460680703,14.82165992,9.432835724,6.482194684,1.996747964,46.27412014,17.6057593
5114,5,10,25,PI533794,0.917155613,67.8073686,0.318404222,20.40565778,10.14403608,1.768016463,NA,68.43380184,8.795308716,15.1844288,19.53452819,2.844933388,2.15526969,60.4793989,10.62800867
5115,5,10,26,PI656109,NA,NA,NA,NA,NA,1.53938773,NA,NA,NA,NA,NA,NA,NA,NA,NA
5116,5,10,27,PI576407,1.369381446,72.23235581,NA,NA,NA,1.810026592,NA,NA,NA,30.47255938,17.64946613,4.07541339,1.793399743,71.12822674,8.419208191
5117,5,10,28,PI260213,0.86801983,67.39854094,NA,NA,NA,1.829955787,NA,NA,NA,27.40204829,15.52397527,4.08315609,1.756861581,68.88315719,8.480720843
5118,5,10,29,PI576424,1.011678415,74.50053401,NA,NA,NA,1.849225269,NA,NA,NA,15.72256989,18.62120527,4.265901211,2.013019701,68.76674331,9.43156564
